Employee_ID,Gender,Years_Exp,Years_Seniority,Edu_Level,Perf,Job_Role,Job_Family,Job_Level,Job_Location,Market_Median,Salary,Bonus_FY,Total_Compensation
56684BTA,Female,3.1,2,bachelors,2.9,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,89563.5,12500.9,102062.3
59604WJH,Male,4.9,1.9,masters,2.1,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,89563.3,12500.2,102062.9
29495XQ0,Male,6.3,2,bachelors,2.3,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,89563.6,12500.9,102062.2
879769Q5,Female,4.6,0,masters,4.9,Financial Analyst,Finance,Mid-Level,"Los Angeles, CA",162520.74,87053.6,15000.7,102052.8
49544SV8,Female,5,1.1,bachelors,4.2,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,87008.9,15000.2,102008.6
50145PXJ,Male,6.5,1.4,bachelors,2.7,Sales Representative,Sales,Mid-Level,"Boston, MA",121946.16,89496,12500.3,101995.3
9235145Q,Male,7.3,0.4,bachelors,2.7,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,89494.7,12500.4,101993.9
55058S42,Male,7.9,6,bachelors,4.4,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,84485.6,17500.9,101984.6
23834C2P,Female,6.5,5.1,masters,3,Data Analyst,Data Science and Engineering,Mid-Level,"Los Angeles, CA",170821.81,86981.7,15000.1,101980.5
27060YDB,Female,4.8,3.1,masters,3,Financial Analyst,Finance,Mid-Level,"Seattle, WA",142920.72,86974.8,15000.2,101973.4
2564319Z,Female,6.1,5,bachelors,4.5,Data Analyst,Data Science and Engineering,Mid-Level,"Seattle, WA",150220.68,86957,15000.3,101956.9
82703UQV,Male,7.6,2.1,masters,2.3,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,89446.6,12500.2,101946.2
3013664G,Male,7.9,3.9,masters,4.7,UX/UI Designer,Design,Mid-Level,"Atlanta, GA",99899.75,86944.1,15000.7,101943.4
35603JJ8,Male,4.9,1.9,masters,3.3,Technical Writer,Communication,Mid-Level,"Chicago, IL",80271.21,86914.1,15000.9,101914
31952DN9,Female,5.1,4.9,masters,2.5,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,89402.3,12500.7,101901.3
606428R3,Male,6.9,2.3,bachelors,2,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,89402.5,12500,101901.2
109702GJ,Female,6.4,0.6,bachelors,1.3,Talent Acquisition Specialist,Human Resources,Mid-Level,"Denver, CO",90662.66,91902.4,10000.1,101901.3
528880QX,Female,4.9,3.6,bachelors,5.6,Financial Analyst,Finance,Mid-Level,"New York, NY",175556.16,84387.1,17500.1,101887
51447ZH2,Male,6.6,2.9,bachelors,2,UX/UI Designer,Design,Mid-Level,"Seattle, WA",141625.32,89339.3,12500.6,101838.3
765364PQ,Male,5.7,3.1,bachelors,2.1,UX/UI Designer,Design,Mid-Level,"Seattle, WA",141625.32,89339.9,12500,101838
28694F08,Female,4.3,1.5,masters,3.7,Marketing Specialist,Marketing,Mid-Level,"San Francisco, CA",142965.29,86802.2,15000,101802.3
63850RWJ,Female,7.2,4.8,masters,2.2,System Administrator,IT and Systems Management,Mid-Level,"Austin, TX",109350.38,89263,12500.3,101762.7
1500224Y,Male,3.3,2.3,bachelors,5.5,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,84260.5,17500,101760.4
30294ZUS,Female,9.4,1.5,doctorate,3.9,Network Engineer,IT and Systems Management,Senior-Level,"Atlanta, GA",116497.75,84256.1,17500.3,101756.4
4031907N,Male,3.4,2.1,bachelors,3.5,Accountant,Finance,Mid-Level,"New York, NY",150733.44,86756.3,15000.9,101755
44060VFZ,Male,7.6,3.9,bachelors,4.3,IT Specialist,IT and Systems Management,Mid-Level,"New York, NY",167263.2,86749.7,15000.4,101748.2
97267PY0,Female,4.8,0.3,masters,3.3,IT Specialist,IT and Systems Management,Mid-Level,"New York, NY",167263.2,86749.4,15000.9,101748.1
4004343N,Male,3.6,2.1,masters,4.5,IT Specialist,IT and Systems Management,Mid-Level,"New York, NY",167263.2,86749.8,15000,101748.5
63478HAQ,Male,4.4,1.8,bachelors,2.1,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,89246,12500.5,101745.9
60088A0U,Male,4.1,2.7,bachelors,3.5,Budget Analyst,Finance,Mid-Level,"San Francisco, CA",158060.76,86745.8,15000.9,101744.3
31477YDV,Female,6.7,0.5,bachelors,3.9,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Chicago, IL",101469.48,86734.9,15000.2,101733.4
154023ZG,Female,3.7,2.4,masters,3.7,System Administrator,IT and Systems Management,Mid-Level,"Chicago, IL",97984.54,86711.1,15000.3,101710.6
35875OAV,Male,4.8,3.7,bachelors,3.8,IT Specialist,IT and Systems Management,Mid-Level,"Denver, CO",101233.55,86688.3,15000,101687.1
27265J7K,Male,7,6.8,bachelors,3.2,IT Specialist,IT and Systems Management,Mid-Level,"Denver, CO",101233.55,86688.5,15000.6,101687.2
35093VSA,Male,5.1,4.4,bachelors,4.8,System Administrator,IT and Systems Management,Mid-Level,"San Francisco, CA",179928.58,86677.1,15000.8,101676.4
5354797I,Female,5.4,3.7,masters,4.8,Business Analyst,Business Analysis,Mid-Level,"Los Angeles, CA",147235.68,86655.2,15000.2,101654.4
31167ALD,Female,5.8,1,masters,1,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,91637.1,10000.8,101636.3
598916Y1,Female,4.2,1.2,masters,4.7,Technical Writer,Communication,Mid-Level,"Denver, CO",85076.97,86626.7,15000.6,101625.1
371861UX,Female,6.6,5.5,masters,3.1,Sales Representative,Sales,Mid-Level,"Dallas, TX",76441.62,86626,15000.3,101625.5
28195MZB,Female,3.5,0.9,masters,4.4,Business Analyst,Business Analysis,Mid-Level,"Boston, MA",137975.04,86592.9,15000,101591.6
13675BNB,Male,5.7,4.6,masters,2.2,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,89084.6,12500.5,101584.6
33651PCL,Male,5.1,2.2,bachelors,3.6,Accountant,Finance,Mid-Level,"Chicago, IL",86075.88,86559.4,15000.9,101559
56629DV4,Male,3,1.2,bachelors,3.8,Quality Assurance Engineer,Quality Assurance,Mid-Level,"New York, NY",177690.24,86537.5,15000.7,101537.5
99935198,Male,3.7,1.6,masters,5.7,System Administrator,IT and Systems Management,Mid-Level,"Los Angeles, CA",158846.78,84034.1,17500.3,101534.3
70775Y0I,Male,4.9,1.4,masters,1,Business Analyst,Business Analysis,Mid-Level,"Austin, TX",101357.28,91528.1,10000.7,101527.4
16942VOE,Male,4.7,2.9,masters,1.5,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,91528.3,10000.3,101527.5
108012TX,Female,7.9,1,bachelors,1.7,Business Analyst,Business Analysis,Mid-Level,"Los Angeles, CA",147235.68,91523.8,10000.6,101522.5
54795A8M,Female,3.4,1.2,masters,1.3,Business Analyst,Business Analysis,Mid-Level,"Seattle, WA",129479.04,91523.8,10000.4,101522.4
99437BM1,Female,6.1,1.3,bachelors,2.6,System Administrator,IT and Systems Management,Mid-Level,"New York, NY",171587.52,88991.6,12500.4,101491.7
40200PI8,Male,7.3,6.1,bachelors,2,UX/UI Designer,Design,Mid-Level,"San Francisco, CA",182421.59,88990.8,12500.5,101490.4
30481X17,Female,7.3,5.3,masters,5.5,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,83964.5,17500.7,101464.2
19353CFT,Female,6.9,0.9,bachelors,4.2,Frontend Developer,Software Development,Mid-Level,"Dallas, TX",114708.24,86454.5,15000.8,101454.6
11772ZLW,Female,7.6,2.7,bachelors,3,Database Administrator,IT and Systems Management,Senior-Level,"San Francisco, CA",199087.46,83951.5,17500.8,101450.1
17110XTC,Female,3,0.8,bachelors,4.6,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,86443.9,15000.3,101443.9
68871IQJ,Male,6.8,4.9,masters,3.3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86440.9,15000.8,101440.1
98781NA5,Male,6.4,4.9,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,86440.4,15000.9,101440.2
43716UZ9,Male,6.5,1.7,bachelors,3.9,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Dallas, TX",96628.56,86422.2,15000.1,101422.1
76453TNF,Female,6.3,4.3,bachelors,2.7,Marketing Specialist,Marketing,Mid-Level,"Atlanta, GA",78292.25,88922.1,12500.5,101421.5
99440Y3G,Female,5.1,2.2,bachelors,3.8,System Administrator,IT and Systems Management,Mid-Level,"Austin, TX",109350.38,86414.3,15000.4,101413.3
73640MXB,Male,4.8,1.8,bachelors,2.3,UX/UI Designer,Design,Mid-Level,"Chicago, IL",99342.17,88911,12500.6,101411.2
52191N57,Male,7.3,0.2,bachelors,1.4,Database Administrator,IT and Systems Management,Senior-Level,"Denver, CO",114908.86,86372.4,15000.3,101371.7
33512V7K,Female,6,1.2,masters,3.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,86367,15000.4,101366.4
966640MP,Male,3.7,2.2,bachelors,3.6,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,86367.1,15000.9,101366.2
97279A59,Female,6.9,3.3,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,86367.8,15000.2,101366.2
60694R43,Female,4.8,3.4,masters,4.2,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,86367.7,15000.6,101366.8
34129ZSA,Female,9.6,7.5,doctorate,1.7,Database Administrator,IT and Systems Management,Senior-Level,"Boston, MA",164706.08,86329.2,15000.1,101329
32664T9P,Male,5.9,0,masters,3.9,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,86325.8,15000.8,101324.5
73608O5X,Female,3.3,1.9,masters,2.6,Marketing Specialist,Marketing,Mid-Level,"Boston, MA",118275.92,88818.5,12500,101318.1
17836J2Z,Male,4.5,3,masters,3,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.5,15000.1,101313.6
52102012,Female,7,6,bachelors,3,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.9,15000.6,101313.5
92544RVW,Female,6.5,1.2,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.8,15000.3,101313.3
85449T4F,Male,6.1,2.2,masters,4.6,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.5,15000.4,101313.2
36832L3C,Male,3.9,1.5,bachelors,3,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.1,15000.9,101313.1
580756XQ,Male,3,0.8,bachelors,3.3,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.3,15000.1,101313.8
940688OY,Female,7.8,2,bachelors,3.9,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.4,15000.3,101313.2
108903N1,Female,4.9,0.3,masters,4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,86314.7,15000.8,101313.9
122112PK,Female,4.6,2.4,masters,4.8,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.5,15000.6,101313.1
95876P2O,Female,7.7,3.3,bachelors,3,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.8,15000.8,101313.6
58632S26,Male,4.6,2.5,bachelors,2.9,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Atlanta, GA",102039,88806.3,12500,101305.3
862860NI,Female,6.6,5,masters,4.8,IT Specialist,IT and Systems Management,Mid-Level,"Atlanta, GA",96051.25,86291.3,15000.2,101291.4
38130XF8,Female,4.6,3.8,bachelors,4.6,IT Specialist,IT and Systems Management,Mid-Level,"Atlanta, GA",96051.25,86291.6,15000.7,101291.3
19694RI6,Male,6.7,0.4,bachelors,3.3,IT Specialist,IT and Systems Management,Mid-Level,"Atlanta, GA",96051.25,86291.8,15000.8,101291.6
36378J9N,Female,6.4,1.5,bachelors,4.8,IT Specialist,IT and Systems Management,Mid-Level,"Atlanta, GA",96051.25,86291.8,15000,101291.2
49175EJT,Male,6,4.3,masters,3.7,Sales Representative,Sales,Mid-Level,"Dallas, TX",76441.62,86288.5,15000.1,101287.5
91607WFN,Female,7.4,0,bachelors,1.9,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,91286,10000.9,101285.9
137313FH,Male,3.9,1,masters,4.6,Data Analyst,Data Science and Engineering,Mid-Level,"Atlanta, GA",105962.75,86271.5,15000.8,101270.5
27756ANF,Female,4.1,3.6,bachelors,3.1,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,86271.6,15000.4,101270.7
66350DXA,Female,6.9,4.2,bachelors,4.9,System Administrator,IT and Systems Management,Mid-Level,"Dallas, TX",93309.88,86267,15000.9,101267.2
7537905R,Male,4.9,0.4,masters,3.5,Learning and Development Specialist,Human Resources,Mid-Level,"Dallas, TX",81460.36,86217.9,15000.1,101217.1
58791HLJ,Female,4.5,1.2,bachelors,3.3,Learning and Development Specialist,Human Resources,Mid-Level,"Austin, TX",95463.86,86217.4,15000.5,101217.2
986249CA,Female,3.6,0.3,masters,3.8,Learning and Development Specialist,Human Resources,Mid-Level,"San Francisco, CA",157079.26,86217.5,15000.1,101217.7
42055V5V,Female,6.1,4.8,masters,4.7,UX/UI Designer,Design,Mid-Level,"Seattle, WA",141625.32,86186.5,15000,101185.2
81617ILU,Female,12.5,7.1,bachelors,3.6,Database Administrator,IT and Systems Management,Senior-Level,"Atlanta, GA",109026.5,83664.3,17500.6,101163.3
58851YK2,Male,7.4,6.9,masters,2.5,IT Specialist,IT and Systems Management,Mid-Level,"Dallas, TX",90958.3,88663.1,12500.1,101163.3
8965902Q,Male,3.9,2.3,bachelors,4.1,UX/UI Designer,Design,Mid-Level,"Denver, CO",105289.69,86154.2,15000.6,101154.3
23758O84,Male,6.3,5.6,masters,4.6,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,83644.5,17500.6,101143.3
65190SKX,Female,5.3,4.8,masters,2.6,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,88640,12500.5,101139.9
10639BZJ,Male,7.7,4.9,masters,2.9,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,88635.7,12500.6,101135.3
97368AN5,Male,3.5,0.1,bachelors,1.9,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,91132.8,10000.2,101132.6
55352N16,Female,5,3.1,masters,5.8,UX/UI Designer,Design,Mid-Level,"New York, NY",173964.96,83623.9,17500.4,101122
180273QK,Male,6.8,5.1,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,88615.9,12500.3,101115.1
85555R2B,Female,5.7,0.2,masters,2.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,88615.4,12500.8,101115.6
30981JZY,Female,7.8,0.1,bachelors,2.5,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,88615.6,12500.1,101115.2
18163PKS,Male,5.4,1.7,bachelors,4,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Boston, MA",154150.08,86112.1,15000.6,101111.6
42528DZS,Female,7.8,4.1,masters,3.3,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Boston, MA",154150.08,86112.2,15000.2,101111.1
47882DHC,Male,3.4,2.8,masters,3.6,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,86092.9,15000.3,101092.6
63142QUF,Male,5.2,0.5,bachelors,3.6,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,86092.1,15000.4,101092.2
947682YI,Female,5,0.1,masters,2.6,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,88593.9,12500,101092.5
98636OHK,Female,4.9,3.2,masters,4,IT Specialist,IT and Systems Management,Mid-Level,"Austin, TX",106594.55,86087,15000.7,101087.1
26317J4C,Male,6.4,3.6,masters,4.7,IT Specialist,IT and Systems Management,Mid-Level,"Austin, TX",106594.55,86087.1,15000.5,101087.1
49266W14,Male,7.8,1.4,masters,4.9,IT Specialist,IT and Systems Management,Mid-Level,"Austin, TX",106594.55,86087.4,15000.6,101087.3
27425X5X,Female,5.8,2.4,masters,5.8,System Administrator,IT and Systems Management,Mid-Level,"Austin, TX",109350.38,83565.8,17500.6,101065.4
27285412,Female,6.7,5.6,bachelors,3.9,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.6,15000.8,101049.1
383690DI,Male,5.1,4.2,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.9,15000.5,101049.5
72735V7T,Female,6.2,3,bachelors,3.3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.8,15000.1,101049.7
16528L3D,Male,5.2,0.7,bachelors,4.8,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,86049.4,15000,101049.1
37542YLK,Male,6.4,5.7,bachelors,3.4,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.4,15000.5,101049.1
19545RDH,Female,5.1,0.1,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.8,15000.4,101049.2
73317AUX,Male,6.2,2.4,masters,4.8,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.9,15000,101049.5
48165PMI,Male,7.2,6.3,masters,4.6,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,86049.2,15000.8,101049.4
96847VBD,Female,7.4,5,masters,3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.4,15000.8,101049.7
736918YJ,Male,7.5,0.4,masters,4.9,System Administrator,IT and Systems Management,Mid-Level,"Seattle, WA",139689.84,86044.1,15000.9,101044.3
77415ULP,Female,9.7,4.8,doctorate,3.9,Senior Accountant,Finance,Senior-Level,"San Francisco, CA",188565.78,83529.8,17500.8,101029.2
78811XUL,Male,5.9,3,masters,3.4,UX/UI Designer,Design,Mid-Level,"Atlanta, GA",99899.75,86009.7,15000,101009.9
29338WP5,Male,6.6,2,bachelors,2.5,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,88470.8,12500,100969.8
68217SSI,Male,3.2,2.2,masters,3.7,Marketing Specialist,Marketing,Mid-Level,"Atlanta, GA",78292.25,85968.4,15000.8,100967.7
1884652P,Male,3.4,0.8,masters,4.4,IT Specialist,IT and Systems Management,Mid-Level,"Dallas, TX",90958.3,85921.1,15000,100921.4
68715TP7,Female,5.7,0.1,masters,4.3,UX/UI Designer,Design,Mid-Level,"Chicago, IL",99342.17,85914.8,15000.2,100914.4
3521147Y,Male,6.9,2.8,bachelors,2.8,Business Analyst,Business Analysis,Mid-Level,"Seattle, WA",129479.04,88403.7,12500.6,100903.8
59733Z7H,Male,4.6,0.2,masters,3.3,Customer Success Manager,Customer Service,Mid-Level,"San Francisco, CA",150817.29,85852.3,15000.4,100852.3
2413847Y,Male,3.2,1.4,bachelors,4.5,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,85853.1,15000.9,100852.2
92672LJ4,Female,4.3,2.1,bachelors,1.6,Data Analyst,Data Science and Engineering,Mid-Level,"Denver, CO",111679.81,90851.5,10000.1,100851.4
557225S2,Female,4.8,0,bachelors,4.3,Customer Success Manager,Customer Service,Mid-Level,"San Francisco, CA",150817.29,83328.3,17500.8,100828.3
819290YK,Female,5.2,4.4,bachelors,2.3,Technical Writer,Communication,Mid-Level,"Seattle, WA",114437.16,88324.6,12500,100824.4
74778D8H,Female,4.5,0.7,bachelors,4,UX/UI Designer,Design,Mid-Level,"New York, NY",173964.96,85823.3,15000.6,100823.2
285858XR,Male,5.3,1.8,masters,2,Data Analyst,Data Science and Engineering,Mid-Level,"Boston, MA",160077.68,88319.2,12500,100819.4
36146NSI,Female,5.7,0.9,masters,2.7,Technical Writer,Communication,Mid-Level,"San Francisco, CA",147401.67,88306.2,12500.6,100806.4
8.98E+07,Male,6.6,3.1,bachelors,2.3,System Administrator,IT and Systems Management,Mid-Level,"Boston, MA",148855.84,88287.6,12500.1,100787.8
57669AN9,Male,4.4,2,masters,2.1,Auditor,Finance,Mid-Level,"San Francisco, CA",150817.29,88287.7,12500.7,100787.6
29493JQE,Female,6.8,4.9,bachelors,2.5,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,88284.9,12500.4,100784.4
80043NNB,Male,3.4,2.3,bachelors,4,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,85783.8,15000.4,100783.6
75626E7I,Female,5.9,0.7,bachelors,2,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Boston, MA",154150.08,88238,12500.3,100738.1
3339488V,Male,4.5,2.5,bachelors,4.3,IT Specialist,IT and Systems Management,Mid-Level,"Denver, CO",101233.55,85725.7,15000.7,100724.2
376261P3,Female,5.5,0.1,bachelors,4.6,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,85712.7,15000.1,100712.2
242833AZ,Male,4.8,1.8,bachelors,2.2,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,88195.4,12500,100695
40264V4A,Female,4.3,2.7,masters,4.6,IT Specialist,IT and Systems Management,Mid-Level,"New York, NY",167263.2,85691.1,15000.1,100690.9
74121ISU,Male,8.1,0.7,doctorate,3.5,Network Engineer,IT and Systems Management,Senior-Level,"Dallas, TX",110320.66,83147.8,17500.6,100647.5
69805Z61,Female,3.3,2.3,bachelors,2.5,Financial Analyst,Finance,Mid-Level,"Seattle, WA",142920.72,88035.6,12500,100534.5
82011J5G,Female,4.2,2.3,masters,2.5,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Seattle, WA",144658.08,88031.1,12500.8,100531.4
45684E3B,Male,3.5,2.8,masters,2.5,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Denver, CO",107544.36,87999.9,12500.1,100498.6
44809N0N,Female,4,2.9,bachelors,4.6,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,85470.9,15000,100470.8
866708NL,Female,6.4,4.3,masters,1.7,Budget Analyst,Finance,Mid-Level,"Los Angeles, CA",139541.16,90431.9,10000.2,100430.8
911985PA,Female,5.6,3.8,masters,2.5,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,87918.5,12500.5,100418.8
56648C9X,Male,3.7,2.9,bachelors,2.7,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,87918,12500.9,100418.4
84999ZMF,Female,7.8,3.4,bachelors,1.1,Business Analyst,Business Analysis,Mid-Level,"Boston, MA",137975.04,90398.1,10000.6,100397.3
255240MZ,Female,3.6,1.3,bachelors,5.6,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,82865.2,17500.8,100365.1
40144W61,Male,4.4,3.1,bachelors,5.3,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,82865.9,17500.6,100365.3
18207694,Male,12.5,2,masters,3.9,Network Engineer,IT and Systems Management,Senior-Level,"Atlanta, GA",116497.75,82856.5,17500.2,100355
25735REW,Female,8.7,3.4,bachelors,3.9,Network Engineer,IT and Systems Management,Senior-Level,"Atlanta, GA",116497.75,82856.5,17500.1,100355.6
3392789G,Female,3.4,2.4,masters,4,Technical Writer,Communication,Mid-Level,"San Francisco, CA",147401.67,85351.1,15000.5,100350.5
93078W11,Female,6.7,1.2,masters,1,System Administrator,IT and Systems Management,Mid-Level,"Boston, MA",148855.84,90341.3,10000.7,100340.6
30934YSU,Female,7.2,0.3,bachelors,2.2,Data Analyst,Data Science and Engineering,Mid-Level,"Austin, TX",117594.01,87822.9,12500.5,100322
329957XX,Female,6,5.8,bachelors,2.7,Sales Representative,Sales,Mid-Level,"Los Angeles, CA",130130.97,87775.1,12500.8,100274.5
72289U7C,Female,6.1,0.3,bachelors,4.5,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,85230.8,15000,100230.6
750989YI,Male,3.2,1.6,masters,4.5,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,85230,15000.5,100230.4
145103M1,Female,5.5,3,bachelors,4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,85230.3,15000.1,100230.5
11658ANP,Male,4.2,2.5,bachelors,4.7,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,85230.6,15000.3,100230.8
18804XJV,Female,5.1,0.5,masters,4.8,Quality Assurance Engineer,Quality Assurance,Mid-Level,"San Francisco, CA",186327.96,85215.8,15000.6,100214.4
60681GHT,Female,5.3,2.4,bachelors,2.5,Accountant,Finance,Mid-Level,"San Francisco, CA",158060.76,87709.2,12500.8,100208.2
20033QMN,Male,5,2.3,masters,1.2,System Administrator,IT and Systems Management,Mid-Level,"Seattle, WA",139689.84,90191.2,10000,100191.7
15835EKJ,Female,7.6,5.7,masters,4.2,Senior Accountant,Finance,Senior-Level,"New York, NY",179824.32,80184.5,20000.3,100183.3
91854LP7,Male,6.1,0.6,bachelors,1.7,Financial Analyst,Finance,Mid-Level,"Atlanta, GA",100813.5,90181.5,10000.4,100181
67676DO5,Male,5.2,4.7,masters,4.8,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,85176.5,15000.3,100176.2
856505XI,Male,4.9,1.3,bachelors,5.2,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Seattle, WA",144658.08,82663.6,17500.4,100163.3
231431SV,Female,7.6,2.8,bachelors,4.8,IT Specialist,IT and Systems Management,Mid-Level,"Austin, TX",106594.55,85162.7,15000.5,100161.2
54517FHN,Male,7.9,0.1,masters,4.3,IT Specialist,IT and Systems Management,Mid-Level,"Boston, MA",145104.4,85062.4,15000.9,100061.9
919983DF,Female,6.6,0.7,bachelors,2.8,Financial Analyst,Finance,Mid-Level,"San Francisco, CA",184090.14,87559.8,12500.7,100059.5
173926JQ,Male,4,1,bachelors,2.5,Frontend Developer,Software Development,Mid-Level,"Austin, TX",134427.24,87553.8,12500.4,100052.2
668259CF,Female,4,1.3,bachelors,4.3,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Boston, MA",154150.08,85049.2,15000.7,100048.7
280052YH,Male,6.9,4.5,masters,2.1,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,87531.7,12500.3,100030.5
24402JR5,Male,4.2,1.2,bachelors,1.2,Accountant,Finance,Mid-Level,"Chicago, IL",86075.88,90022.2,10000.6,100021
26888DWV,Female,3.6,2.2,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,87503.6,12500.1,100003.7
72079BHX,Female,6.5,5.2,bachelors,2.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,87503.2,12500.7,100003.1
14631MME,Female,7.9,1.7,bachelors,2.5,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,87503.8,12500.5,100003.3
495279LQ,Female,6.1,2.3,masters,2.1,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,87503,12500.4,100003
614736NW,Male,5.2,2.3,masters,2.3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,87503.9,12500.9,100003.9
36847V1A,Female,4.9,2.4,masters,4,Sales Representative,Sales,Mid-Level,"Denver, CO",85076.97,84995.2,15000.3,99994.8
61295IEB,Female,4.9,2.1,bachelors,4.1,Human Resources Manager,Human Resources,Mid-Level,"Austin, TX",93364.18,84972.8,15000.1,99972.3
